ENTREZ GENE ID	GENE SYMBOL	number of EXPERIMENT	Chronic lymphocytic leukemia cells	Prostate cancer cells	Colorectal cancer cells	Osteosarcoma cells	Ovarian cancer cells 	Neuroblastoma cells	Breast cancer cells	Brain cancer cells	Kidney cancer cells	Leukemia cells	Ovarian cancer cells	Glioblastoma cells	Placenta choriocarcinoma cells	Bladder cancer cells	Astrocytoma cells	Duodenal cancer cells	Lung cancer cells	Squamous carcinoma cells	Cervix carcinoma cells	Osteoblasts	Glioma cells	Nasopharyngeal carcinoma cells	Mesothelioma cells	Cholangiocarcinoma cells	Transitional carcinoma cells	Pancreatic adenocarcinoma cells	Stomach cancer cells	Hepatoma cells	Epidermoid carcinoma cells	Monocytic leukemia cells	Myeloid leukemia cells	Testicular cancer cells	Pancreatic cancer cells
3183	HNRNPC	69	3	13	17	0	2	1	3	1	1	4	6	13	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3303	HSPA1A	69	4	6	23	0	2	1	2	4	2	3	7	2	0	3	6	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5037	PEBP1	69	4	23	14	0	2	0	3	1	2	2	6	0	0	0	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5687	PSMA6	69	0	13	19	1	2	1	4	1	6	3	5	7	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3309	HSPA5	68	4	11	19	1	2	1	2	4	1	2	4	9	0	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3732	CD82	68	4	11	20	0	2	0	4	3	2	3	8	3	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5499	PPP1CA	68	4	18	17	0	2	1	1	1	4	3	5	0	0	2	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5906	RAP1A	68	4	10	21	1	2	1	4	2	3	3	5	2	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6124	RPL4	68	2	18	15	0	2	2	3	4	0	4	9	1	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10121	ACTR1A	68	2	9	20	0	2	2	5	3	1	4	7	1	0	3	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10487	CAP1	68	4	10	18	0	2	0	1	1	4	4	5	0	0	2	6	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10574	CCT7	68	3	17	15	1	2	1	2	3	2	6	5	1	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10938	EHD1	68	4	20	12	0	2	1	2	2	3	2	7	3	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30844	EHD4	68	4	10	20	1	2	0	2	0	3	3	5	2	0	4	6	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
93185	IGSF8	68	3	15	22	0	2	1	5	0	0	0	4	5	0	3	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2773	GNAI3	67	4	13	18	0	2	1	4	2	4	0	6	3	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190	HNRNPK	67	4	19	19	0	2	0	3	1	1	0	8	0	0	3	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3685	ITGAV	67	1	15	17	1	2	0	2	1	4	4	6	3	0	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5048	PAFAH1B1	67	1	6	20	0	2	0	2	3	5	4	5	0	0	2	6	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5093	PCBP1	67	3	14	16	0	2	1	2	3	3	1	8	1	0	3	6	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5226	PGD	67	4	14	15	1	2	1	5	3	0	2	5	2	0	2	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5682	PSMA1	67	1	17	15	1	2	1	3	3	2	0	6	7	0	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5685	PSMA4	67	3	15	19	1	2	1	2	0	1	0	8	6	0	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5708	PSMD2	67	2	11	13	0	2	1	4	4	2	2	5	8	0	3	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5861	RAB1A	67	3	11	19	1	2	1	5	3	0	3	6	2	0	2	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6897	TARS	67	1	9	16	1	2	0	3	1	3	3	9	6	0	3	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9555	H2AFY	67	4	17	16	0	2	0	4	0	4	5	6	4	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79026	AHNAK	67	3	6	14	0	2	1	5	5	4	0	8	1	0	2	5	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94239	H2AFV	67	0	11	17	0	2	1	3	4	1	7	8	0	1	3	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	ANXA11	66	4	15	17	1	2	0	3	1	1	2	7	1	0	3	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1778	DYNC1H1	66	3	6	15	0	2	2	3	1	2	1	9	10	0	3	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3675	ITGA3	66	0	5	17	1	2	0	6	1	4	5	6	4	0	3	6	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
5684	PSMA3	66	2	18	18	0	2	1	3	3	6	2	4	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6130	RPL7A	66	4	6	20	0	2	2	4	3	0	8	8	2	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6141	RPL18	66	4	18	14	0	2	2	2	5	2	4	7	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6222	RPS18	66	3	11	18	0	2	1	4	1	2	2	6	7	0	0	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6566	SLC16A1	66	2	17	20	0	4	1	4	2	1	1	4	0	0	1	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7184	HSP90B1	66	4	12	17	0	2	2	2	3	2	3	6	3	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10381	TUBB3	66	0	9	18	0	2	2	4	2	2	4	8	1	0	3	6	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23446	SLC44A1	66	3	18	19	1	2	0	2	1	4	2	5	0	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2767	GNA11	65	0	9	19	0	2	0	4	4	4	2	7	1	0	2	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3123	HLA-DRB1	65	3	2	9	0	0	0	7	8	11	5	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3315	HSPB1	65	2	15	14	0	2	1	4	1	1	3	8	2	0	1	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5339	PLEC	65	1	3	18	0	2	2	2	2	3	2	6	9	0	3	4	0	3	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
5702	PSMC3	65	2	10	16	0	2	0	3	4	5	0	8	2	0	2	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6128	RPL6	65	4	14	19	1	0	2	3	4	1	5	5	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6132	RPL8	65	3	10	17	0	2	2	5	4	0	4	8	0	0	0	0	1	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6137	RPL13	65	3	14	18	0	2	2	3	0	4	6	8	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6217	RPS16	65	3	9	21	0	2	1	2	4	3	4	4	2	0	1	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6714	SRC	65	3	10	17	0	2	0	5	4	4	2	9	0	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8773	SNAP23	65	4	10	21	0	2	0	4	2	3	3	7	1	0	0	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10096	ACTR3	65	4	13	18	1	2	1	2	3	3	1	6	1	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23654	PLXNB2	65	1	18	14	0	2	1	4	2	1	2	8	2	0	2	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55737	VPS35	65	3	11	17	0	2	0	3	1	3	2	9	6	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57153	SLC44A2	65	3	20	15	0	2	0	3	1	0	1	9	0	0	3	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81876	RAB1B	65	4	15	20	1	2	0	2	1	2	0	8	0	0	1	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375790	AGRN	65	0	13	16	0	2	0	2	3	2	1	5	10	0	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	ARHGDIA	64	4	9	17	1	2	0	1	1	4	4	10	2	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1434	CSE1L	64	3	13	21	0	2	0	3	3	0	2	7	0	0	3	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3017	HIST1H2BD	64	0	28	14	0	0	1	2	0	1	6	4	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3673	ITGA2	64	0	11	19	0	2	0	1	5	3	1	6	0	0	3	6	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5686	PSMA5	64	3	12	17	0	2	1	3	3	0	1	4	8	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5834	PYGB	64	3	1	16	0	2	0	4	5	3	4	5	7	0	3	6	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6138	RPL15	64	4	5	19	0	2	2	4	3	4	4	9	0	0	1	1	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6191	RPS4X	64	3	17	17	0	2	1	4	2	3	4	5	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6233	RPS27A	64	2	6	22	0	2	0	5	0	2	3	6	9	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8895	CPNE3	64	3	17	14	1	2	1	3	1	1	0	8	0	0	3	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9861	PSMD6	64	2	8	18	0	2	1	4	4	1	1	7	7	0	2	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51160	VPS28	64	0	22	21	1	2	1	2	2	0	2	7	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51762	RAB8B	64	4	13	19	1	2	0	1	4	3	1	5	0	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79720	VPS37B	64	1	18	23	1	2	1	5	1	1	2	4	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1660	DHX9	63	4	9	18	0	2	2	4	2	4	3	8	2	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	EEF1D	63	3	14	14	0	2	0	1	4	3	1	8	0	0	1	6	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4893	NRAS	63	2	7	21	0	2	0	4	4	2	3	6	0	0	0	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5689	PSMB1	63	1	6	15	1	2	1	4	4	6	3	8	7	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5912	RAP2B	63	4	8	21	0	2	1	3	2	5	2	4	1	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6135	RPL11	63	4	9	17	0	2	2	2	3	3	7	5	2	0	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7280	TUBB2A	63	3	11	12	0	2	1	2	4	3	5	6	0	0	3	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11315	PARK7	63	3	20	17	0	2	0	2	0	1	0	7	0	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65108	MARCKSL1	63	4	17	15	1	2	2	3	4	1	1	4	2	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026	ENO2	62	3	2	19	0	2	1	5	0	1	7	8	0	0	2	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288	FKBP4	62	2	8	16	0	2	0	4	4	4	3	8	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3417	IDH1	62	2	14	15	1	2	0	1	1	5	1	7	4	0	2	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3615	IMPDH2	62	2	9	19	0	2	0	3	3	4	1	5	0	0	0	6	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3845	KRAS	62	2	14	17	0	2	0	3	5	3	3	5	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4082	MARCKS	62	4	15	8	1	2	1	2	2	2	4	4	2	0	3	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5034	P4HB	62	1	8	15	0	2	1	3	1	3	1	7	7	0	3	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5094	PCBP2	62	3	13	19	0	2	1	4	2	3	4	4	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6509	SLC1A4	62	4	2	19	1	2	0	4	5	1	5	5	0	0	2	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7525	YES1	62	0	11	20	0	2	0	4	2	2	1	9	1	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23191	CYFIP1	62	4	6	21	1	2	0	4	3	2	2	6	1	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50848	F11R	62	1	24	16	0	2	0	4	1	4	1	5	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51599	LSR	62	1	21	19	0	2	0	2	0	2	2	6	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92714	ARRDC1	62	1	15	17	0	2	0	4	3	1	3	7	0	0	3	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
345651	ACTBL2	62	3	2	19	0	2	0	3	2	3	1	8	1	0	3	6	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
966	CD59	61	2	12	17	1	0	1	3	4	4	2	7	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1267	CNP	61	2	11	13	0	2	1	2	2	2	2	8	3	0	2	6	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1956	EGFR	61	0	5	13	0	2	0	2	4	2	2	7	3	0	3	6	0	2	0	0	2	0	1	0	0	0	5	0	0	2	0	0	0	0
3107	HLA-C	61	0	2	22	0	2	0	5	3	4	5	8	0	0	1	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5719	PSMD13	61	2	8	14	0	2	1	4	4	3	1	10	6	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6767	ST13	61	3	17	16	0	2	1	5	0	1	3	5	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8607	RUVBL1	61	2	8	15	0	2	1	4	2	3	2	7	6	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84790	TUBA1C	61	2	6	15	1	2	0	5	4	2	8	6	0	0	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723790	HIST2H2AA4	61	0	22	12	0	2	0	3	1	2	2	5	0	0	2	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	AP2A2	60	1	11	20	0	2	1	4	2	1	1	8	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2770	GNAI1	60	0	12	12	0	2	1	5	1	4	3	7	1	0	0	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3843	IPO5	60	3	12	16	0	2	0	2	4	3	0	6	0	0	2	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3915	LAMC1	60	0	7	9	0	2	0	3	2	3	1	6	9	0	2	6	0	8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4430	MYO1B	60	0	10	19	1	2	0	4	5	3	2	4	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4673	NAP1L1	60	2	15	16	0	2	1	2	1	2	2	8	0	0	0	6	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4736	RPL10A	60	4	9	15	0	2	1	2	1	1	6	8	2	0	2	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5701	PSMC2	60	2	6	16	0	2	1	4	0	1	4	4	9	0	3	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5862	RAB2A	60	1	8	18	1	2	0	4	2	3	3	6	1	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5962	RDX	60	4	8	15	1	2	0	2	3	2	2	9	1	0	3	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6156	RPL30	60	2	8	15	0	0	2	4	3	5	7	7	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6709	SPTAN1	60	1	9	14	0	2	0	3	2	5	5	7	2	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7295	TXN	60	3	9	16	0	0	1	4	4	5	2	5	2	0	1	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9045	RPL14	60	4	11	14	0	0	2	4	0	0	7	9	2	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9798	IST1	60	1	9	21	0	2	0	4	1	3	2	6	0	0	2	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9948	WDR1	60	4	11	13	0	2	0	2	2	3	3	6	2	0	2	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10016	PDCD6	60	1	15	21	0	2	0	3	1	0	3	5	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51386	EIF3L	60	3	0	16	0	0	0	3	4	6	4	5	7	0	3	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93343	FAM125A	60	0	19	19	0	2	1	2	4	2	4	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	ATP2B1	59	4	10	15	0	2	1	3	1	0	1	7	1	0	3	6	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1315	COPB1	59	2	6	19	0	2	0	4	5	2	3	9	1	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2923	PDIA3	59	3	4	17	0	2	1	4	0	3	4	6	4	0	1	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4522	MTHFD1	59	2	6	17	0	2	1	3	3	5	3	6	0	0	2	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4641	MYO1C	59	2	15	15	1	2	0	3	1	1	0	8	0	0	1	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4691	NCL	59	4	7	14	0	2	2	2	3	2	3	7	9	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5694	PSMB6	59	0	10	21	1	2	1	5	3	2	1	6	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6122	RPL3	59	3	8	20	1	2	2	5	1	1	4	5	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6207	RPS13	59	4	6	20	0	2	1	3	3	4	1	7	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7086	TKT	59	1	8	15	1	2	0	2	4	1	1	7	7	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23193	GANAB	59	3	8	15	0	2	2	2	1	1	0	7	9	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27044	SND1	59	2	5	14	0	2	1	3	4	4	2	8	1	0	3	5	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
29789	OLA1	59	4	13	18	0	2	1	1	1	2	2	4	0	0	2	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553115	PEF1	59	4	6	14	0	2	0	2	3	5	3	7	0	0	0	2	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	AP2B1	58	3	12	19	0	2	0	4	1	1	1	5	1	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	APOE	58	1	18	7	0	2	2	3	3	3	3	6	2	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
382	ARF6	58	4	12	15	0	2	0	6	2	4	0	5	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960	CD44	58	4	7	20	0	2	0	5	0	0	2	5	3	0	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1291	COL6A1	58	0	18	3	0	0	1	3	3	5	3	9	7	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030	SLC29A1	58	1	17	14	0	2	1	2	5	5	1	3	1	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4218	RAB8A	58	4	4	23	0	2	1	4	3	1	2	7	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5709	PSMD3	58	2	6	19	0	2	1	3	1	2	2	4	9	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7514	XPO1	58	3	10	14	0	2	1	3	4	0	1	8	6	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8775	NAPA	58	2	8	18	1	2	0	3	3	5	1	5	0	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10093	ARPC4	58	4	4	21	0	2	1	1	3	2	4	6	2	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10097	ACTR2	58	4	10	19	0	2	2	3	1	1	3	6	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10294	DNAJA2	58	2	14	16	0	2	1	4	0	0	1	8	1	0	0	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26509	MYOF	58	0	4	18	1	2	0	5	1	4	2	5	1	0	3	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57826	RAP2C	58	3	0	21	0	2	0	4	2	4	3	9	1	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85236	HIST1H2BK	58	3	10	14	0	0	1	4	4	2	1	8	5	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	AP2A1	57	2	2	21	0	2	0	5	5	3	0	6	2	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	ALDOC	57	4	15	11	0	2	0	3	3	2	2	8	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	ARF4	57	4	10	17	0	2	0	3	2	1	2	6	1	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	CLU	57	1	6	10	0	2	0	4	5	4	3	4	12	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	EPHA2	57	0	6	16	0	2	0	4	3	5	1	5	3	0	3	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	EIF4A2	57	3	7	16	0	2	0	3	3	2	2	7	0	0	3	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3329	HSPD1	57	2	8	17	0	2	1	4	2	0	1	5	6	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3799	KIF5B	57	1	6	15	0	2	1	4	2	3	2	5	0	0	2	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4628	MYH10	57	0	9	18	0	2	2	4	5	2	1	5	0	0	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4735	45171	57	3	1	13	1	2	1	2	1	5	3	5	7	0	2	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6125	RPL5	57	2	13	15	0	2	1	1	3	3	6	5	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6203	RPS9	57	3	7	17	0	2	2	3	2	1	3	5	7	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6205	RPS11	57	2	5	20	1	2	2	1	0	4	3	9	3	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6888	TALDO1	57	3	13	12	0	2	0	4	3	3	3	8	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8904	CPNE1	57	3	12	12	0	2	0	3	5	1	4	6	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9493	KIF23	57	0	15	15	0	2	0	2	2	3	2	4	1	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11252	PACSIN2	57	2	11	13	0	2	1	5	3	1	4	5	0	0	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23392	KIAA0368	57	2	10	14	0	2	0	4	4	3	2	9	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29968	PSAT1	57	2	0	16	0	2	0	2	5	1	3	7	0	0	0	6	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51571	FAM49B	57	2	1	19	1	2	0	3	3	4	2	7	0	0	0	6	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
983	CDK1	56	3	6	18	0	2	0	3	1	3	3	6	0	0	0	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	CKB	56	0	19	8	1	2	1	4	1	2	0	6	2	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1525	CXADR	56	0	18	11	0	2	1	1	0	0	3	6	1	0	0	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3014	H2AFX	56	0	11	21	0	0	0	0	4	1	3	3	3	0	2	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
