Sample	Cancertype	Cancertype_PDC	TN
LUAD_C3N.02000_N	LUAD	LUAD	normal
LUAD_C3N.01489_N	LUAD	LUAD	normal
LUAD_C3N.00737_N	LUAD	LUAD	normal
LUAD_C3N.01405_N	LUAD	LUAD	normal
LUAD_C3N.01416_N	LUAD	LUAD	normal
LUAD_C3N.02149_N	LUAD	LUAD	normal
LUAD_C3N.02424_N	LUAD	LUAD	normal
LUAD_C3L.00279_N	LUAD	LUAD	normal
LUAD_C3L.00095_N	LUAD	LUAD	normal
LUAD_C3N.02572_N	LUAD	LUAD	normal
LUAD_C3N.00559_N	LUAD	LUAD	normal
LUAD_C3N.00545_N	LUAD	LUAD	normal
LUAD_C3L.02345_N	LUAD	LUAD	normal
LUAD_C3L.00093_N	LUAD	LUAD	normal
LUAD_C3L.00510_N	LUAD	LUAD	normal
LUAD_C3L.00913_N	LUAD	LUAD	normal
LUAD_C3L.00412_N	LUAD	LUAD	normal
LUAD_C3N.01415_N	LUAD	LUAD	normal
LUAD_C3N.00549_N	LUAD	LUAD	normal
LUAD_C3N.02433_N	LUAD	LUAD	normal
LUAD_C3N.01021_N	LUAD	LUAD	normal
LUAD_C3N.00203_N	LUAD	LUAD	normal
LUAD_C3L.01330_N	LUAD	LUAD	normal
LUAD_C3N.00574_N	LUAD	LUAD	normal
LUAD_C3N.01071_N	LUAD	LUAD	normal
LUAD_C3N.00550_N	LUAD	LUAD	normal
LUAD_C3N.00167_N	LUAD	LUAD	normal
LUAD_C3L.00001_N	LUAD	LUAD	normal
LUAD_C3L.01632_N	LUAD	LUAD	normal
LUAD_C3N.02155_N	LUAD	LUAD	normal
LUAD_C3N.00217_N	LUAD	LUAD	normal
LUAD_C3N.02002_N	LUAD	LUAD	normal
LUAD_C3N.02145_N	LUAD	LUAD	normal
LUAD_C3N.02586_N	LUAD	LUAD	normal
LUAD_C3L.02219_N	LUAD	LUAD	normal
LUAD_C3N.00180_N	LUAD	LUAD	normal
LUAD_C3N.00704_N	LUAD	LUAD	normal
LUAD_C3N.02158_N	LUAD	LUAD	normal
LUAD_C3N.02421_N	LUAD	LUAD	normal
LUAD_C3N.00556_N	LUAD	LUAD	normal
LUAD_C3N.01072_N	LUAD	LUAD	normal
LUAD_C3L.00094_N	LUAD	LUAD	normal
LUAD_C3L.00144_N	LUAD	LUAD	normal
LUAD_C3N.00223_N	LUAD	LUAD	normal
LUAD_C3L.01924_N	LUAD	LUAD	normal
LUAD_C3N.00433_N	LUAD	LUAD	normal
LUAD_C3L.01683_N	LUAD	LUAD	normal
LUAD_C3N.00293_N	LUAD	LUAD	normal
LUAD_C3N.02380_N	LUAD	LUAD	normal
LUAD_C3L.00009_N	LUAD	LUAD	normal
LUAD_C3N.00546_N	LUAD	LUAD	normal
LUAD_C3N.01414_N	LUAD	LUAD	normal
LUAD_C3N.02087_N	LUAD	LUAD	normal
LUAD_C3L.00140_N	LUAD	LUAD	normal
LUAD_C3N.02529_N	LUAD	LUAD	normal
LUAD_C3L.00368_N	LUAD	LUAD	normal
LUAD_C3N.02067_N	LUAD	LUAD	normal
LUAD_C3L.00080_N	LUAD	LUAD	normal
LUAD_C3N.00547_N	LUAD	LUAD	normal
LUAD_C3N.01023_N	LUAD	LUAD	normal
LUAD_C3N.01024_N	LUAD	LUAD	normal
LUAD_C3L.00973_N	LUAD	LUAD	normal
LUAD_C3L.02348_N	LUAD	LUAD	normal
LUAD_C3L.02508_N	LUAD	LUAD	normal
LUAD_C3N.00560_N	LUAD	LUAD	normal
LUAD_C3L.00604_N	LUAD	LUAD	normal
LUAD_C3N.00199_N	LUAD	LUAD	normal
LUAD_C3N.00579_N	LUAD	LUAD	normal
LUAD_C3N.02582_N	LUAD	LUAD	normal
LUAD_C3L.02350_N	LUAD	LUAD	normal
LUAD_C3N.00738_N	LUAD	LUAD	normal
LUAD_C3N.00959_N	LUAD	LUAD	normal
LUAD_C3N.02003_N	LUAD	LUAD	normal
LUAD_C3N.02379_N	LUAD	LUAD	normal
LUAD_C3N.00175_N	LUAD	LUAD	normal
LUAD_C3N.01823_N	LUAD	LUAD	normal
LUAD_C3L.02549_N	LUAD	LUAD	normal
LUAD_C3L.02365_N	LUAD	LUAD	normal
